uid,function,hierarchy,region,operation
resp4991,üzlet,E,országos szintű,Végrehajtás
resp4992,hálózat,TL,nyugati régió,Végrehajtás
resp4993,üzlet,E,központi régió,Végrehajtás
resp4994,hálózat,TL,keleti régió,Végrehajtás
resp4995,HR,E,központi régió,Szolgáltatás
resp4996,hálózat,TL,központi régió,Végrehajtás
resp4997,gazdálkodás,E,országos szintű,Szolgáltatás
resp4998,ellenőrzés,E,keleti régió,Üzleti irányítás
resp4999,logisztika,E,nyugati régió,Végrehajtás
resp5000,logisztika,E,központi régió,Végrehajtás
resp5001,IT,E,országos szintű,Szolgáltatás
resp5002,üzlet,E,országos szintű,Végrehajtás
resp5003,logisztika,E,országos szintű,Végrehajtás
resp5004,hálózat,TL,nyugati régió,Végrehajtás
resp5005,HR,E,országos szintű,Társaságirányítás
resp5006,üzlet,E,központi régió,Végrehajtás
resp5007,gazdálkodás,E,központi régió,Végrehajtás
resp5008,üzlet,E,országos szintű,Végrehajtás
resp5009,logisztika,E,keleti régió,Végrehajtás
resp5010,ellenőrzés,E,keleti régió,Üzleti irányítás
resp5011,üzlet,E,keleti régió,Végrehajtás
resp5012,IT,E,országos szintű,Szolgáltatás
resp5013,gazdálkodás,E,nyugati régió,Végrehajtás
resp5014,hálózat,TL,keleti régió,Végrehajtás
resp5015,gazdálkodás,E,nyugati régió,Végrehajtás
resp5016,hálózat,TL,nyugati régió,Végrehajtás
resp5017,gazdálkodás,E,keleti régió,Végrehajtás
resp5018,logisztika,E,országos szintű,Végrehajtás
resp5019,gazdálkodás,E,nyugati régió,Végrehajtás
resp5020,hálózat,MM,keleti régió,Végrehajtás
resp5021,logisztika,E,országos szintű,Végrehajtás
resp5022,üzlet,TL,országos szintű,Társaságirányítás
resp5023,üzlet,E,országos szintű,Végrehajtás
resp5024,hálózat,TL,keleti régió,Végrehajtás
resp5025,hálózat,TL,nyugati régió,Végrehajtás
resp5026,logisztika,E,keleti régió,Végrehajtás
resp5027,logisztika,E,keleti régió,Végrehajtás
resp5028,ellenőrzés,TL,országos szintű,Társaságirányítás
resp5029,hálózat,TL,keleti régió,Végrehajtás
resp5030,ellenőrzés,E,országos szintű,Társaságirányítás
resp5031,hálózat,TL,központi régió,Végrehajtás
resp5032,üzlet,TL,országos szintű,Szolgáltatás
resp5033,hálózat,TL,központi régió,Végrehajtás
resp5034,gazdálkodás,E,központi régió,Szolgáltatás
resp5035,üzlet,E,országos szintű,Üzleti irányítás
resp5036,HR,E,országos szintű,Szolgáltatás
resp5037,üzlet,E,országos szintű,Üzleti irányítás
resp5038,logisztika,E,országos szintű,Végrehajtás
resp5039,hálózat,TL,központi régió,Végrehajtás
resp5040,hálózat,TL,nyugati régió,Végrehajtás
resp5041,gazdálkodás,E,országos szintű,Társaságirányítás
resp5042,üzlet,E,országos szintű,Végrehajtás
resp5043,hálózat,E,országos szintű,Üzleti irányítás
resp5044,üzlet,E,országos szintű,Végrehajtás
resp5045,logisztika,E,nyugati régió,Végrehajtás
resp5046,logisztika,E,nyugati régió,Végrehajtás
resp5047,üzlet,TL,országos szintű,Végrehajtás
resp5048,hálózat,E,keleti régió,Üzleti irányítás
resp5049,törzskari,E,országos szintű,Társaságirányítás
resp5050,logisztika,E,keleti régió,Végrehajtás
resp5051,logisztika,E,országos szintű,Végrehajtás
resp5052,IT,E,országos szintű,Szolgáltatás
resp5053,üzlet,E,országos szintű,Üzleti irányítás
resp5054,logisztika,E,központi régió,Végrehajtás
resp5055,logisztika,E,országos szintű,Végrehajtás
resp5056,üzlet,E,országos szintű,Végrehajtás
resp5057,hálózat,TL,keleti régió,Végrehajtás
resp5058,logisztika,E,országos szintű,Végrehajtás
resp5059,hálózat,TL,nyugati régió,Végrehajtás
resp5060,hálózat,E,országos szintű,Üzleti irányítás
resp5061,üzlet,E,országos szintű,Üzleti irányítás
resp5062,ellenőrzés,E,keleti régió,Üzleti irányítás
resp5063,üzlet,E,országos szintű,Végrehajtás
resp5064,hálózat,TL,keleti régió,Végrehajtás
resp5065,biztonság,E,központi régió,Szolgáltatás
resp5066,logisztika,E,keleti régió,Végrehajtás
resp5067,IT,E,országos szintű,Szolgáltatás
resp5068,biztonság,E,országos szintű,Társaságirányítás
resp5069,logisztika,E,keleti régió,Végrehajtás
resp5070,logisztika,E,országos szintű,Végrehajtás
resp5071,IT,E,országos szintű,Szolgáltatás
resp5072,logisztika,E,országos szintű,Üzleti irányítás
resp5073,üzlet,E,keleti régió,Végrehajtás
resp5074,IT,E,országos szintű,Szolgáltatás
resp5075,hálózat,TL,központi régió,Végrehajtás
resp5076,üzlet,E,országos szintű,Üzleti irányítás
resp5077,hálózat,TL,központi régió,Végrehajtás
resp5078,hálózat,TL,keleti régió,Végrehajtás
resp5079,hálózat,MM,nyugati régió,Végrehajtás
resp5080,logisztika,E,keleti régió,Végrehajtás
resp5081,üzlet,E,keleti régió,Végrehajtás
resp5082,hálózat,TL,nyugati régió,Végrehajtás
resp5083,hálózat,MM,keleti régió,Végrehajtás
resp5084,HR,E,központi régió,Végrehajtás
resp5085,logisztika,E,országos szintű,Végrehajtás
resp5086,logisztika,E,országos szintű,Végrehajtás
resp5087,hálózat,TL,keleti régió,Végrehajtás
resp5088,hálózat,TL,keleti régió,Végrehajtás
resp5089,üzlet,E,országos szintű,Végrehajtás
resp5090,üzlet,E,országos szintű,Végrehajtás
resp5091,HR,E,központi régió,Szolgáltatás
resp5092,HR,E,keleti régió,Végrehajtás
resp5093,logisztika,E,országos szintű,Végrehajtás
resp5094,üzlet,E,országos szintű,Üzleti irányítás
resp5095,üzlet,E,országos szintű,Üzleti irányítás
resp5096,gazdálkodás,E,országos szintű,Társaságirányítás
resp5097,logisztika,E,nyugati régió,Végrehajtás
resp5098,üzlet,E,országos szintű,Végrehajtás
resp5099,HR,E,országos szintű,Szolgáltatás
resp5100,törzskari,E,országos szintű,Szolgáltatás
resp5101,logisztika,E,központi régió,Végrehajtás
resp5102,üzlet,E,országos szintű,Társaságirányítás
resp5103,gazdálkodás,E,központi régió,Végrehajtás
resp5104,logisztika,E,központi régió,Végrehajtás
resp5105,hálózat,TL,keleti régió,Végrehajtás
resp5106,hálózat,E,keleti régió,Üzleti irányítás
resp5107,HR,E,keleti régió,Végrehajtás
resp5108,hálózat,TL,központi régió,Végrehajtás
resp5109,logisztika,E,nyugati régió,Végrehajtás
resp5110,üzlet,E,központi régió,Végrehajtás
resp5111,üzlet,E,országos szintű,Végrehajtás
resp5112,hálózat,TL,keleti régió,Végrehajtás
resp5113,logisztika,E,keleti régió,Végrehajtás
resp5114,hálózat,E,központi régió,Üzleti irányítás
resp5115,logisztika,E,keleti régió,Végrehajtás
resp5116,ellenőrzés,E,központi régió,Üzleti irányítás
resp5117,üzlet,E,országos szintű,Végrehajtás
resp5118,HR,E,nyugati régió,Végrehajtás
resp5119,logisztika,E,nyugati régió,Végrehajtás
resp5120,logisztika,E,keleti régió,Végrehajtás
resp5121,logisztika,E,országos szintű,Végrehajtás
resp5122,üzlet,E,országos szintű,Végrehajtás
resp5123,gazdálkodás,TL,országos szintű,Szolgáltatás
resp5124,üzlet,E,országos szintű,Üzleti irányítás
resp5125,logisztika,E,keleti régió,Végrehajtás
resp5126,hálózat,TL,keleti régió,Végrehajtás
resp5127,hálózat,TL,nyugati régió,Végrehajtás
resp5128,gazdálkodás,E,keleti régió,Szolgáltatás
resp5129,logisztika,E,országos szintű,Végrehajtás
resp5130,hálózat,MM,nyugati régió,Végrehajtás
resp5131,hálózat,TL,központi régió,Végrehajtás
resp5132,IT,E,országos szintű,Szolgáltatás
resp5133,logisztika,E,keleti régió,Végrehajtás
resp5134,hálózat,TL,keleti régió,Végrehajtás
resp5135,hálózat,TL,nyugati régió,Végrehajtás
resp5136,hálózat,MM,keleti régió,Végrehajtás
resp5137,gazdálkodás,E,nyugati régió,Végrehajtás
resp5138,hálózat,TL,központi régió,Végrehajtás
resp5139,üzlet,E,országos szintű,Szolgáltatás
resp5140,hálózat,E,országos szintű,Üzleti irányítás
resp5141,HR,E,keleti régió,Végrehajtás
resp5142,gazdálkodás,E,országos szintű,Szolgáltatás
resp5143,hálózat,TL,keleti régió,Végrehajtás
resp5144,hálózat,TL,nyugati régió,Végrehajtás
resp5145,gazdálkodás,E,országos szintű,Szolgáltatás
resp5146,hálózat,TL,keleti régió,Végrehajtás
resp5147,ellenőrzés,E,keleti régió,Üzleti irányítás
resp5148,hálózat,MM,keleti régió,Végrehajtás
resp5149,hálózat,TL,központi régió,Végrehajtás
resp5150,üzlet,E,országos szintű,Végrehajtás
resp5151,üzlet,E,országos szintű,Üzleti irányítás
resp5152,üzlet,E,országos szintű,Végrehajtás
resp5153,gazdálkodás,MM,országos szintű,Szolgáltatás
resp5154,gazdálkodás,E,országos szintű,Társaságirányítás
resp5155,hálózat,TL,központi régió,Végrehajtás
resp5156,hálózat,TL,központi régió,Végrehajtás
resp5157,hálózat,TL,nyugati régió,Végrehajtás
resp5158,üzlet,E,központi régió,Végrehajtás
resp5159,hálózat,E,keleti régió,Üzleti irányítás
resp5160,üzlet,E,keleti régió,Végrehajtás
resp5161,biztonság,E,országos szintű,Társaságirányítás
resp5162,logisztika,E,országos szintű,Végrehajtás
resp5163,üzlet,E,országos szintű,Üzleti irányítás
resp5164,hálózat,TL,nyugati régió,Végrehajtás
resp5165,HR,E,központi régió,Szolgáltatás
resp5166,hálózat,TL,központi régió,Végrehajtás
resp5167,hálózat,TL,központi régió,Végrehajtás
resp5168,logisztika,E,országos szintű,Végrehajtás
resp5169,HR,E,nyugati régió,Szolgáltatás
resp5170,üzlet,E,országos szintű,Üzleti irányítás
resp5171,hálózat,TL,nyugati régió,Végrehajtás
resp5172,hálózat,TL,nyugati régió,Végrehajtás
resp5173,logisztika,E,országos szintű,Végrehajtás
resp5174,logisztika,E,keleti régió,Végrehajtás
resp5175,üzlet,E,országos szintű,Végrehajtás
resp5176,logisztika,E,országos szintű,Végrehajtás
resp5177,logisztika,E,nyugati régió,Üzleti irányítás
resp5178,hálózat,E,keleti régió,Üzleti irányítás
resp5179,biztonság,E,nyugati régió,Szolgáltatás
resp5180,IT,E,országos szintű,Szolgáltatás
resp5181,IT,TL,országos szintű,Szolgáltatás
resp5182,hálózat,E,országos szintű,Üzleti irányítás
resp5183,üzlet,E,központi régió,Végrehajtás
resp5184,HR,E,keleti régió,Szolgáltatás
resp5185,hálózat,TL,nyugati régió,Végrehajtás
resp5186,biztonság,E,nyugati régió,Szolgáltatás
resp5187,logisztika,E,országos szintű,Végrehajtás
resp5188,üzlet,MM,országos szintű,Végrehajtás
resp5189,logisztika,E,országos szintű,Szolgáltatás
resp5190,logisztika,E,központi régió,Végrehajtás
resp5191,logisztika,E,nyugati régió,Végrehajtás
resp5192,logisztika,E,központi régió,Végrehajtás
resp5193,logisztika,E,központi régió,Végrehajtás
resp5194,hálózat,TL,nyugati régió,Végrehajtás
resp5195,logisztika,E,központi régió,Végrehajtás
resp5196,logisztika,E,országos szintű,Végrehajtás
resp5197,üzlet,E,országos szintű,Üzleti irányítás
resp5198,HR,E,keleti régió,Végrehajtás
resp5199,törzskari,E,országos szintű,Társaságirányítás
resp5200,hálózat,MM,nyugati régió,Végrehajtás
resp5201,hálózat,E,nyugati régió,Üzleti irányítás
resp5202,logisztika,E,országos szintű,Végrehajtás
resp5203,logisztika,MM,keleti régió,Végrehajtás
resp5204,üzlet,E,országos szintű,Végrehajtás
resp5205,üzlet,E,központi régió,Végrehajtás
resp5206,biztonság,E,központi régió,Szolgáltatás
resp5207,gazdálkodás,E,országos szintű,Szolgáltatás
resp5208,logisztika,E,központi régió,Végrehajtás
resp5209,HR,E,nyugati régió,Szolgáltatás
resp5210,logisztika,E,országos szintű,Végrehajtás
resp5211,hálózat,TL,központi régió,Végrehajtás
resp5212,üzlet,E,keleti régió,Végrehajtás
resp5213,logisztika,E,országos szintű,Üzleti irányítás
resp5214,gazdálkodás,E,országos szintű,Szolgáltatás
resp5215,logisztika,E,országos szintű,Végrehajtás
resp5216,hálózat,MM,keleti régió,Végrehajtás
resp5217,törzskari,E,országos szintű,Társaságirányítás
resp5218,logisztika,E,központi régió,Végrehajtás
resp5219,biztonság,E,országos szintű,Társaságirányítás
resp5220,törzskari,E,országos szintű,Szolgáltatás
resp5221,logisztika,E,központi régió,Végrehajtás
resp5222,IT,E,országos szintű,Szolgáltatás
resp5223,hálózat,TL,keleti régió,Végrehajtás
resp5224,hálózat,TL,központi régió,Végrehajtás
resp5225,gazdálkodás,E,központi régió,Végrehajtás
resp5226,IT,E,keleti régió,Szolgáltatás
resp5227,hálózat,TL,nyugati régió,Végrehajtás
resp5228,hálózat,TL,keleti régió,Végrehajtás
resp5229,hálózat,TL,nyugati régió,Végrehajtás
resp5230,logisztika,E,országos szintű,Végrehajtás
resp5231,üzlet,E,országos szintű,Üzleti irányítás
resp5232,ellenőrzés,E,országos szintű,Társaságirányítás
resp5233,hálózat,TL,központi régió,Végrehajtás
resp5234,HR,E,keleti régió,Végrehajtás
resp5235,gazdálkodás,E,központi régió,Végrehajtás
resp5236,IT,E,keleti régió,Szolgáltatás
resp5237,hálózat,MM,keleti régió,Végrehajtás
resp5238,HR,E,központi régió,Végrehajtás
resp5239,gazdálkodás,E,keleti régió,Szolgáltatás
resp5240,üzlet,E,országos szintű,Végrehajtás
resp5241,hálózat,E,országos szintű,Üzleti irányítás
resp5242,hálózat,TL,keleti régió,Végrehajtás
resp5243,ellenőrzés,E,országos szintű,Társaságirányítás
resp5244,hálózat,E,nyugati régió,Üzleti irányítás
resp5245,hálózat,TL,központi régió,Végrehajtás
resp5246,IT,E,központi régió,Szolgáltatás
resp5247,gazdálkodás,E,országos szintű,Szolgáltatás
resp5248,logisztika,E,keleti régió,Végrehajtás
resp5249,hálózat,TL,központi régió,Végrehajtás
resp5250,gazdálkodás,E,országos szintű,Szolgáltatás
resp5251,hálózat,TL,nyugati régió,Végrehajtás
resp5252,üzlet,E,országos szintű,Végrehajtás
resp5253,üzlet,E,országos szintű,Üzleti irányítás
resp5254,IT,E,országos szintű,Szolgáltatás
resp5255,IT,E,keleti régió,Szolgáltatás
resp5256,hálózat,TL,nyugati régió,Végrehajtás
resp5257,hálózat,TL,nyugati régió,Végrehajtás
resp5258,hálózat,TL,központi régió,Végrehajtás
resp5259,logisztika,E,országos szintű,Végrehajtás
resp5260,HR,E,országos szintű,Szolgáltatás
resp5261,üzlet,E,országos szintű,Üzleti irányítás
resp5262,hálózat,TL,központi régió,Végrehajtás
resp5263,hálózat,TL,központi régió,Végrehajtás
resp5264,logisztika,E,keleti régió,Végrehajtás
resp5265,hálózat,TL,keleti régió,Végrehajtás
resp5266,hálózat,TL,központi régió,Végrehajtás
resp5267,hálózat,TL,keleti régió,Üzleti irányítás
resp5268,HR,E,keleti régió,Szolgáltatás
resp5269,IT,E,keleti régió,Szolgáltatás
resp5270,üzlet,E,országos szintű,Üzleti irányítás
resp5271,IT,E,nyugati régió,Szolgáltatás
resp5272,hálózat,TL,keleti régió,Végrehajtás
resp5273,logisztika,E,országos szintű,Végrehajtás
resp5274,HR,E,országos szintű,Szolgáltatás
resp5275,gazdálkodás,E,országos szintű,Társaságirányítás
resp5276,logisztika,E,országos szintű,Szolgáltatás
resp5277,hálózat,TL,központi régió,Végrehajtás
resp5278,HR,E,központi régió,Szolgáltatás
resp5279,üzlet,E,keleti régió,Végrehajtás
resp5280,IT,E,nyugati régió,Szolgáltatás
resp5281,logisztika,E,országos szintű,Végrehajtás
resp5282,logisztika,E,keleti régió,Végrehajtás
resp5283,üzlet,E,országos szintű,Végrehajtás
resp5284,logisztika,E,országos szintű,Végrehajtás
resp5285,üzlet,TL,országos szintű,Végrehajtás
resp5286,logisztika,E,országos szintű,Végrehajtás
resp5287,üzlet,E,nyugati régió,Végrehajtás
resp5288,hálózat,TL,nyugati régió,Végrehajtás
resp5289,gazdálkodás,E,országos szintű,Társaságirányítás
resp5290,logisztika,E,országos szintű,Végrehajtás
resp5291,logisztika,E,országos szintű,Végrehajtás
resp5292,HR,E,nyugati régió,Végrehajtás
resp5293,gazdálkodás,E,keleti régió,Végrehajtás
resp5294,logisztika,E,központi régió,Végrehajtás
resp5295,üzlet,E,országos szintű,Üzleti irányítás
resp5296,üzlet,E,keleti régió,Végrehajtás
resp5297,üzlet,E,országos szintű,Végrehajtás
resp5298,gazdálkodás,TL,országos szintű,Szolgáltatás
resp5299,hálózat,MM,központi régió,Végrehajtás
resp5300,hálózat,TL,központi régió,Végrehajtás
resp5301,logisztika,E,országos szintű,Végrehajtás
resp5302,hálózat,TL,központi régió,Végrehajtás
resp5303,törzskari,E,országos szintű,Társaságirányítás
resp5304,HR,E,országos szintű,Társaságirányítás
resp5305,logisztika,E,nyugati régió,Végrehajtás
resp5306,IT,E,országos szintű,Szolgáltatás
resp5307,gazdálkodás,E,nyugati régió,Végrehajtás
resp5308,üzlet,E,országos szintű,Szolgáltatás
resp5309,gazdálkodás,E,központi régió,Szolgáltatás
resp5310,HR,E,nyugati régió,Szolgáltatás
resp5311,gazdálkodás,E,országos szintű,Szolgáltatás
resp5312,üzlet,E,országos szintű,Végrehajtás
resp5313,IT,E,országos szintű,Szolgáltatás
resp5314,IT,E,nyugati régió,Szolgáltatás
resp5315,IT,E,országos szintű,Szolgáltatás
resp5316,IT,E,országos szintű,Szolgáltatás
resp5317,üzlet,E,országos szintű,Üzleti irányítás
resp5318,HR,E,nyugati régió,Végrehajtás
resp5319,logisztika,E,országos szintű,Végrehajtás
resp5320,üzlet,E,országos szintű,Végrehajtás
resp5321,üzlet,E,országos szintű,Végrehajtás
resp5322,gazdálkodás,E,országos szintű,Szolgáltatás
resp5323,logisztika,E,országos szintű,Üzleti irányítás
resp5324,IT,E,központi régió,Szolgáltatás
resp5325,logisztika,E,országos szintű,Végrehajtás
resp5326,biztonság,E,országos szintű,Társaságirányítás
resp5327,logisztika,E,keleti régió,Végrehajtás
resp5328,üzlet,E,országos szintű,Üzleti irányítás
resp5329,gazdálkodás,E,országos szintű,Szolgáltatás
resp5330,logisztika,E,keleti régió,Végrehajtás
resp5331,gazdálkodás,E,országos szintű,Szolgáltatás
resp5332,logisztika,E,országos szintű,Végrehajtás
resp5333,IT,E,keleti régió,Szolgáltatás
resp5334,logisztika,E,keleti régió,Végrehajtás
resp5335,gazdálkodás,E,országos szintű,Szolgáltatás
resp5336,biztonság,E,keleti régió,Szolgáltatás
resp5337,hálózat,TL,központi régió,Végrehajtás
resp5338,üzlet,E,országos szintű,Végrehajtás
resp5339,IT,E,országos szintű,Szolgáltatás
resp5340,IT,E,országos szintű,Szolgáltatás
resp5341,üzlet,E,országos szintű,Üzleti irányítás
resp5342,logisztika,E,keleti régió,Végrehajtás
resp5343,gazdálkodás,TL,országos szintű,Társaságirányítás
resp5344,üzlet,E,országos szintű,Végrehajtás
resp5345,gazdálkodás,E,országos szintű,Társaságirányítás
resp5346,ellenőrzés,E,központi régió,Üzleti irányítás
resp5347,hálózat,MM,központi régió,Végrehajtás
resp5348,hálózat,TL,központi régió,Végrehajtás
resp5349,IT,E,országos szintű,Szolgáltatás
resp5350,üzlet,E,országos szintű,Végrehajtás
resp5351,logisztika,TL,keleti régió,Végrehajtás
resp5352,logisztika,E,országos szintű,Végrehajtás
resp5353,üzlet,E,országos szintű,Végrehajtás
resp5354,HR,E,keleti régió,Végrehajtás
resp5355,hálózat,MM,központi régió,Végrehajtás
resp5356,üzlet,E,országos szintű,Végrehajtás
resp5357,hálózat,E,keleti régió,Üzleti irányítás
resp5358,üzlet,E,országos szintű,Végrehajtás
resp5359,hálózat,TL,keleti régió,Végrehajtás
resp5360,hálózat,TL,központi régió,Végrehajtás
resp5361,hálózat,TL,központi régió,Végrehajtás
resp5362,üzlet,E,országos szintű,Üzleti irányítás
resp5363,logisztika,E,nyugati régió,Végrehajtás
resp5364,törzskari,E,országos szintű,Szolgáltatás
resp5365,üzlet,E,országos szintű,Végrehajtás
resp5366,hálózat,TL,nyugati régió,Végrehajtás
resp5367,logisztika,E,országos szintű,Végrehajtás
resp5368,logisztika,E,országos szintű,Végrehajtás
resp5369,hálózat,TL,központi régió,Végrehajtás
resp5370,IT,E,országos szintű,Szolgáltatás
resp5371,HR,E,nyugati régió,Szolgáltatás
resp5372,gazdálkodás,E,nyugati régió,Végrehajtás
resp5373,IT,E,országos szintű,Társaságirányítás
resp5374,hálózat,TL,nyugati régió,Végrehajtás
resp5375,hálózat,TL,központi régió,Végrehajtás
resp5376,üzlet,E,országos szintű,Végrehajtás
resp5377,gazdálkodás,E,országos szintű,Szolgáltatás
resp5378,üzlet,E,országos szintű,Üzleti irányítás
resp5379,logisztika,E,országos szintű,Végrehajtás
resp5380,IT,E,országos szintű,Szolgáltatás
resp5381,HR,E,országos szintű,Szolgáltatás
resp5382,üzlet,E,országos szintű,Üzleti irányítás
resp5383,hálózat,TL,nyugati régió,Végrehajtás
resp5384,IT,E,országos szintű,Szolgáltatás
resp5385,üzlet,E,országos szintű,Üzleti irányítás
resp5386,hálózat,E,központi régió,Üzleti irányítás
resp5387,üzlet,E,országos szintű,Üzleti irányítás
resp5388,hálózat,MM,központi régió,Végrehajtás
resp5389,hálózat,TL,keleti régió,Végrehajtás
resp5390,HR,E,nyugati régió,Szolgáltatás
resp5391,hálózat,TL,központi régió,Végrehajtás
resp5392,üzlet,E,országos szintű,Üzleti irányítás
resp5393,gazdálkodás,E,keleti régió,Végrehajtás
resp5394,HR,E,keleti régió,Szolgáltatás
resp5395,logisztika,E,országos szintű,Végrehajtás
resp5396,üzlet,E,központi régió,Végrehajtás
resp5397,logisztika,TL,nyugati régió,Végrehajtás
resp5398,logisztika,E,országos szintű,Végrehajtás
resp5399,IT,E,keleti régió,Szolgáltatás
resp5400,logisztika,E,országos szintű,Végrehajtás
resp5401,üzlet,E,országos szintű,Üzleti irányítás
resp5402,gazdálkodás,E,országos szintű,Szolgáltatás
resp5403,logisztika,E,keleti régió,Végrehajtás
resp5404,hálózat,E,országos szintű,Üzleti irányítás
resp5405,logisztika,E,országos szintű,Végrehajtás
resp5406,hálózat,TL,nyugati régió,Végrehajtás
resp5407,IT,E,országos szintű,Szolgáltatás
resp5408,hálózat,TL,keleti régió,Végrehajtás
resp5409,HR,E,nyugati régió,Végrehajtás
resp5410,üzlet,MM,országos szintű,Üzleti irányítás
resp5411,logisztika,E,országos szintű,Végrehajtás
resp5412,üzlet,E,nyugati régió,Végrehajtás
resp5413,hálózat,TL,központi régió,Végrehajtás
resp5414,üzlet,E,országos szintű,Végrehajtás
resp5415,hálózat,TL,központi régió,Végrehajtás
resp5416,logisztika,E,központi régió,Végrehajtás
resp5417,hálózat,TL,keleti régió,Végrehajtás
resp5418,hálózat,TL,központi régió,Végrehajtás
resp5419,logisztika,E,központi régió,Végrehajtás
resp5420,logisztika,E,országos szintű,Végrehajtás
resp5421,HR,E,központi régió,Végrehajtás
resp5422,üzlet,E,országos szintű,Szolgáltatás
resp5423,törzskari,E,országos szintű,Szolgáltatás
resp5424,IT,E,országos szintű,Szolgáltatás
resp5425,HR,E,országos szintű,Társaságirányítás
resp5426,üzlet,E,országos szintű,Végrehajtás
resp5427,logisztika,TL,országos szintű,Végrehajtás
resp5428,üzlet,E,központi régió,Végrehajtás
resp5429,hálózat,E,keleti régió,Üzleti irányítás
resp5430,hálózat,MM,keleti régió,Végrehajtás
resp5431,hálózat,E,nyugati régió,Üzleti irányítás
resp5432,logisztika,E,országos szintű,Végrehajtás
resp5433,üzlet,E,országos szintű,Üzleti irányítás
resp5434,IT,E,nyugati régió,Szolgáltatás
resp5435,logisztika,E,keleti régió,Végrehajtás
resp5436,IT,E,nyugati régió,Szolgáltatás
resp5437,hálózat,E,központi régió,Üzleti irányítás
resp5438,HR,E,nyugati régió,Végrehajtás
resp5439,HR,E,központi régió,Szolgáltatás
resp5440,hálózat,TL,központi régió,Végrehajtás
resp5441,hálózat,MM,központi régió,Végrehajtás
resp5442,HR,E,keleti régió,Végrehajtás
resp5443,hálózat,TL,keleti régió,Végrehajtás
resp5444,HR,E,nyugati régió,Végrehajtás
resp5445,HR,E,nyugati régió,Szolgáltatás
resp5446,logisztika,E,országos szintű,Végrehajtás
resp5447,üzlet,E,országos szintű,Üzleti irányítás
resp5448,üzlet,E,országos szintű,Szolgáltatás
resp5449,üzlet,E,országos szintű,Végrehajtás
resp5450,hálózat,TL,keleti régió,Végrehajtás
resp5451,törzskari,E,országos szintű,Társaságirányítás
resp5452,hálózat,TL,keleti régió,Végrehajtás
resp5453,üzlet,E,országos szintű,Szolgáltatás
resp5454,üzlet,E,országos szintű,Üzleti irányítás
resp5455,hálózat,TL,központi régió,Végrehajtás
resp5456,hálózat,E,országos szintű,Üzleti irányítás
resp5457,logisztika,E,országos szintű,Végrehajtás
resp5458,gazdálkodás,E,országos szintű,Szolgáltatás
resp5459,gazdálkodás,E,országos szintű,Szolgáltatás
resp5460,hálózat,TL,keleti régió,Végrehajtás
resp5461,logisztika,E,keleti régió,Végrehajtás
resp5462,logisztika,E,országos szintű,Végrehajtás
resp5463,logisztika,E,keleti régió,Végrehajtás
resp5464,hálózat,E,keleti régió,Üzleti irányítás
resp5465,hálózat,E,keleti régió,Üzleti irányítás
resp5466,logisztika,TL,országos szintű,Végrehajtás
resp5467,HR,E,nyugati régió,Végrehajtás
resp5468,HR,E,országos szintű,Szolgáltatás
resp5469,logisztika,E,országos szintű,Végrehajtás
resp5470,IT,E,országos szintű,Szolgáltatás
resp5471,hálózat,TL,központi régió,Végrehajtás
resp5472,ellenőrzés,E,országos szintű,Társaságirányítás
resp5473,hálózat,MM,nyugati régió,Végrehajtás
resp5474,hálózat,E,nyugati régió,Üzleti irányítás
resp5475,hálózat,TL,keleti régió,Végrehajtás
resp5476,hálózat,TL,központi régió,Végrehajtás
resp5477,logisztika,E,központi régió,Végrehajtás
resp5478,hálózat,TL,keleti régió,Végrehajtás
resp5479,üzlet,E,országos szintű,Végrehajtás
resp5480,logisztika,E,nyugati régió,Végrehajtás
resp5481,törzskari,TL,országos szintű,Társaságirányítás
resp5482,logisztika,E,keleti régió,Végrehajtás
resp5483,IT,E,országos szintű,Szolgáltatás
resp5484,HR,TL,keleti régió,Szolgáltatás
resp5485,logisztika,E,országos szintű,Végrehajtás
resp5486,hálózat,MM,nyugati régió,Végrehajtás
resp5487,HR,E,országos szintű,Társaságirányítás
resp5488,hálózat,E,központi régió,Üzleti irányítás
resp5489,hálózat,TL,központi régió,Végrehajtás
resp5490,ellenőrzés,E,országos szintű,Társaságirányítás
resp5491,biztonság,E,országos szintű,Társaságirányítás
resp5492,hálózat,TL,nyugati régió,Végrehajtás
resp5493,IT,E,országos szintű,Szolgáltatás
resp5494,üzlet,E,országos szintű,Üzleti irányítás
resp5495,hálózat,TL,nyugati régió,Végrehajtás
resp5496,logisztika,E,országos szintű,Végrehajtás
resp5497,ellenőrzés,E,központi régió,Üzleti irányítás
resp5498,logisztika,E,keleti régió,Végrehajtás
resp5499,logisztika,E,országos szintű,Végrehajtás
resp5500,üzlet,E,országos szintű,Végrehajtás
resp5501,logisztika,E,országos szintű,Végrehajtás
resp5502,logisztika,E,országos szintű,Végrehajtás
resp5503,hálózat,TL,központi régió,Végrehajtás
resp5504,logisztika,E,országos szintű,Végrehajtás
resp5505,IT,E,országos szintű,Szolgáltatás
resp5506,IT,E,országos szintű,Szolgáltatás
resp5507,HR,E,központi régió,Szolgáltatás
resp5508,üzlet,E,országos szintű,Üzleti irányítás
resp5509,logisztika,E,nyugati régió,Végrehajtás
resp5510,üzlet,E,országos szintű,Üzleti irányítás
resp5511,üzlet,E,országos szintű,Üzleti irányítás
resp5512,logisztika,E,országos szintű,Szolgáltatás
