,index,src,to,to_hierarchy,src_hierarchy,clocent,weights,clo_rank,weight_rank,optimal
937,1253,resp3958,resp5787,TL,E,0.606105077745455,0.3333333333333333,4.0,3.0,False
938,1255,resp3961,resp2039,TL,E,0.8301484770396956,0.21600000000000005,2.0,7.0,False
939,1256,resp3964,resp1204,TL,E,0.7471676843805931,0.18,7.0,6.0,False
940,1257,resp3965,resp1313,MM,TL,0.005228730461812483,0.32,1.0,1.0,True
941,1258,resp3966,resp3419,MM,TL,0.0026143652309062416,0.18,1.0,1.0,True
942,1259,resp3967,resp1559,TL,E,0.7380756369760849,0.03428571428571429,10.0,18.0,False
943,1260,resp3968,resp2859,MM,TL,0.6113660726364428,0.6545454545454545,2.0,1.0,False
944,1261,resp3970,resp2903,TL,E,0.68531760640603,0.54,1.0,2.0,False
945,1262,resp3973,resp235,TL,E,0.7448452218709543,0.042857142857142864,3.0,4.0,False
946,1263,resp3974,resp4181,TL,E,0.7561285957666789,0.18,8.0,4.0,False
947,1264,resp3976,resp35,MM,TL,0.7073054788920857,0.135,4.0,9.0,False
948,1265,resp3979,resp179,TL,E,0.6712518611586513,0.28800000000000003,1.0,1.0,True
949,1266,resp3982,resp2891,TL,E,0.7849876366069259,0.4,1.0,2.0,False
950,1267,resp399,resp5965,MM,TL,0.7526913319692272,0.36,3.0,2.0,False
951,1268,resp3991,resp3921,TL,E,0.686005935452012,0.12,6.0,6.0,True
952,1269,resp3992,resp4871,MM,TL,0.6880040535521847,0.48,2.0,1.0,False
953,1270,resp3993,resp1476,MM,TL,0.7221365608730672,0.4382608695652174,1.0,1.0,True
954,1271,resp3995,resp213,TL,E,0.7215473117187178,0.05333333333333333,8.0,9.0,False
955,1272,resp40,resp2954,TL,E,0.7929620659648717,0.2858823529411765,8.0,10.0,False
956,1274,resp4008,resp4571,TM,MM,0.7968166356030444,0.045714285714285714,23.0,20.0,False
957,1275,resp4009,resp1358,MM,TL,0.7719383954615413,0.32,3.0,2.0,False
958,1276,resp401,resp5731,TL,E,0.7761784093766672,0.24,9.0,6.0,False
959,1278,resp4012,resp4643,TL,E,0.8011168033212374,0.04615384615384615,13.0,13.0,True
960,1279,resp4013,resp1376,TM,MM,0.7968427371541383,0.051428571428571435,7.0,14.0,False
961,1280,resp4020,resp169,TL,E,0.742598161983593,0.04,10.0,11.0,False
962,1281,resp4020,resp2532,TL,E,0.742598161983593,0.04,4.0,5.0,False
963,1282,resp4020,resp4923,TL,E,0.742598161983593,0.04,5.0,6.0,False
964,1283,resp4021,resp3972,MM,TL,0.7690411366467665,0.15,2.0,3.0,False
965,1284,resp4024,resp1772,TL,E,0.8831587548972366,0.08,3.0,4.0,False
966,1285,resp4034,resp169,TL,E,0.8283864881557423,0.1,2.0,9.0,False
967,1287,resp4038,resp5200,MM,TL,0.7881201897988284,0.26181818181818184,4.0,1.0,False
968,1288,resp4039,resp3015,MM,TL,0.7666342905307463,0.3272727272727273,1.0,1.0,True
969,1289,resp4039,resp3190,MM,TL,0.7666342905307463,0.3272727272727273,1.0,1.0,True
970,1290,resp4042,resp2659,TL,E,0.885451858108108,0.384,1.0,4.0,False
971,1291,resp4046,resp2159,MM,TL,0.6651239533156059,0.28800000000000003,2.0,2.0,True
972,1292,resp4050,resp5484,TL,E,0.7840114706153545,0.5647058823529413,3.0,1.0,False
973,1293,resp4052,resp232,TL,E,0.720763433087785,0.18,16.0,10.0,False
974,1294,resp4054,resp4302,MM,TL,0.003921547846359363,0.12,1.0,1.0,True
975,1297,resp4066,resp4881,MM,TL,0.7635060443353953,0.3323076923076924,1.0,1.0,True
976,1298,resp4066,resp5083,MM,TL,0.7635060443353953,0.08307692307692308,4.0,4.0,True
977,1300,resp4069,resp664,MM,TL,0.7787158676160555,0.18,2.0,2.0,True
978,1301,resp407,resp514,TL,E,0.7765410954779627,0.08,7.0,6.0,False
979,1303,resp4074,resp515,MM,TL,0.7588328406988037,0.48,1.0,1.0,True
980,1305,resp4082,resp2903,TL,E,0.6184576333811144,0.28800000000000003,5.0,4.0,False
981,1306,resp4083,resp3159,TL,E,0.7904765312063381,0.5538461538461539,7.0,1.0,False
982,1308,resp4086,resp2562,TL,E,0.6986664320017829,0.36,11.0,3.0,False
983,1309,resp4088,resp11,MM,TL,0.740551697656464,0.36,6.0,9.0,False
984,1310,resp409,resp608,TL,E,0.655343234253483,0.048,6.0,6.0,True
985,1311,resp4095,resp2236,TL,E,0.7467094757882312,0.04,4.0,8.0,False
986,1312,resp4100,resp5913,TL,E,0.7259249735452739,0.1705263157894737,11.0,8.0,False
987,1313,resp4101,resp5884,TL,E,0.8678125802120722,0.5454545454545454,3.0,2.0,False
988,1314,resp4105,resp4266,MM,TL,0.7374532943866219,0.108,5.0,5.0,True
989,1315,resp4106,resp6078,MM,TL,0.6127156495207521,0.384,3.0,1.0,False
990,1316,resp4108,resp2322,TL,E,0.8627427277697807,0.36,3.0,4.0,False
991,1318,resp4113,resp1355,TL,E,0.7997845193373029,0.64,1.0,1.0,True
992,1320,resp4114,resp2475,TL,E,0.8238070071175914,0.3927272727272727,6.0,5.0,False
993,1321,resp4116,resp4771,TL,E,0.8119379947076188,0.15,2.0,6.0,False
994,1322,resp4118,resp3414,MM,TL,0.7051503553404018,0.48,5.0,3.0,False
995,1323,resp4119,resp4695,TL,E,0.7191415209101444,0.4421052631578947,2.0,1.0,False
996,1325,resp4127,resp4809,TL,E,0.8635386577749653,0.4400000000000001,2.0,2.0,True
997,1326,resp4128,resp90,TL,E,0.7825321847023264,0.48,1.0,1.0,True
998,1327,resp413,resp96,MM,TL,0.6716977474031237,0.24,5.0,2.0,False
999,1328,resp4138,resp5913,TL,E,0.7255394072334719,0.15428571428571428,12.0,9.0,False
1000,1329,resp4140,resp5884,TL,E,0.7878785507188281,0.14400000000000002,7.0,6.0,False
1001,1330,resp4142,resp3949,MM,TL,0.8313292867789819,0.36,1.0,3.0,False
1002,1331,resp4143,resp3756,TL,E,0.641532096401332,0.054545454545454536,8.0,12.0,False
1003,1332,resp4148,resp3,TL,E,0.7888787635413558,0.5599999999999999,2.0,1.0,False
1004,1333,resp4150,resp5727,MM,TL,0.8297436539989922,0.64,1.0,1.0,True
1005,1335,resp4172,resp2343,TL,E,0.733488651661783,0.448,3.0,4.0,False
1006,1336,resp418,resp3613,TL,E,0.6858744003076009,0.5236363636363637,3.0,2.0,False
1007,1337,resp418,resp589,TL,E,0.6858744003076009,0.06545454545454546,1.0,1.0,True
1008,1338,resp4180,resp1170,TL,E,0.8689626710997578,0.06,7.0,8.0,False
1009,1340,resp4181,resp3198,MM,TL,0.848716569722783,0.6545454545454547,1.0,1.0,True
1010,1341,resp4182,resp2954,TL,E,0.7860039236454486,0.04,10.0,16.0,False
1011,1342,resp4184,resp748,TL,E,0.7025472987471713,0.5454545454545454,1.0,1.0,True
1012,1343,resp4192,resp2017,TL,E,0.7402472339195201,0.4421052631578947,2.0,2.0,True
1013,1345,resp4195,resp1416,MM,TL,0.7525803630664423,0.72,1.0,1.0,True
1014,1346,resp4197,resp3448,TL,E,0.7478668482434099,0.24,20.0,12.0,False
1015,1347,resp4198,resp2128,TL,E,0.8134235722323258,0.5557894736842105,1.0,2.0,False
1016,1349,resp420,resp3567,MM,TL,0.6836028119448614,0.22,1.0,1.0,True
1017,1350,resp4202,resp2654,TM,MM,0.746113419555113,0.5,1.0,1.0,True
1018,1351,resp4204,resp4571,TM,MM,0.8152465926088276,0.06,20.0,16.0,False
1019,1352,resp4208,resp5267,TL,E,0.7843115706998005,0.26666666666666666,8.0,7.0,False
1020,1353,resp4221,resp2890,TL,E,0.7716099661184115,0.3,6.0,4.0,False
1021,1354,resp4223,resp737,TL,E,0.7917874430935686,0.23142857142857146,2.0,3.0,False
1022,1355,resp4230,resp1161,MM,TL,0.7954246810765639,0.5333333333333333,2.0,1.0,False
1023,1357,resp4234,resp2903,TL,E,0.6404748167862117,0.06545454545454546,3.0,11.0,False
1024,1358,resp4235,resp1559,TL,E,0.7409249838611073,0.12,7.0,11.0,False
1025,1359,resp4237,resp1147,TM,TM,0.7918129566044745,0.48,2.0,2.0,True
1026,1360,resp4237,resp1210,TM,TM,0.7918129566044745,0.18,3.0,3.0,True
1027,1361,resp4238,resp6257,TL,E,0.7280201998343587,0.24,4.0,3.0,False
1028,1362,resp4240,resp3620,MM,TL,0.8087281971298944,0.35000000000000003,1.0,1.0,True
1029,1363,resp4241,resp2480,TL,E,0.8436288791045685,0.3,3.0,3.0,True
1030,1364,resp4244,resp2543,TL,E,0.753742576754764,0.384,5.0,2.0,False
1031,1365,resp4245,resp597,MM,TL,0.784048970566118,0.28,3.0,1.0,False
1032,1366,resp4246,resp3613,TL,E,0.6211929463272069,0.24,5.0,5.0,True
1033,1367,resp4255,resp1379,TL,E,0.7490455048266236,0.15750000000000006,6.0,4.0,False
1034,1368,resp4257,resp283,MM,TL,0.7249074111428274,0.54,3.0,2.0,False
1035,1369,resp4259,resp1071,TL,E,0.6971088556062971,0.096,4.0,3.0,False
1036,1370,resp4261,resp1188,MM,TL,0.8308637958145791,0.135,3.0,7.0,False
1037,1371,resp4264,resp5873,TL,E,0.8416007775118851,0.045,3.0,5.0,False
1038,1374,resp4266,resp4571,TM,MM,0.8145148734224015,0.04695652173913043,21.0,19.0,False
1039,1375,resp4269,resp5153,MM,TL,0.7827386031718953,0.54,4.0,2.0,False
1040,1376,resp4271,resp716,TL,E,0.6204181233413675,0.18,1.0,3.0,False
1041,1377,resp4272,resp2954,TL,E,0.8123754498773827,0.5236363636363637,3.0,4.0,False
1042,1378,resp4275,resp1376,TM,MM,0.7607607475577032,0.06,18.0,11.0,False
1043,1379,resp428,resp5047,TL,E,0.6164413500350048,0.18,5.0,4.0,False
1044,1380,resp4280,resp1170,TL,E,0.8668946971085636,0.4430769230769231,8.0,6.0,False
1045,1381,resp4285,resp5970,TL,E,0.8092072778607806,0.2475,2.0,3.0,False
1046,1382,resp4287,resp1848,MM,TL,0.7637737316012407,0.3,1.0,1.0,True
1047,1383,resp4288,resp3448,TL,E,0.7767300903916713,0.18,15.0,14.0,False
1048,1384,resp4292,resp448,TL,E,0.7383834156588212,0.3,2.0,1.0,False
1049,1385,resp4295,resp4206,TL,E,0.6473999998151971,0.36,2.0,1.0,False
1050,1386,resp4296,resp309,TL,E,0.5962698617540605,0.135,2.0,1.0,False
1051,1388,resp4298,resp3221,TM,MM,0.681074947134196,0.64,1.0,1.0,True
1052,1389,resp4299,resp4977,TL,E,0.7264737950105977,0.48,1.0,1.0,True
1053,1390,resp43,resp2832,TL,E,0.8734540324839255,0.07200000000000001,1.0,1.0,True
1054,1391,resp43,resp4799,TL,E,0.8734540324839255,0.5760000000000001,1.0,1.0,True
1055,1392,resp4301,resp4372,MM,TL,0.6652703122720904,0.23625,2.0,3.0,False
1056,1393,resp4306,resp5267,TL,E,0.8478386173386693,0.4430769230769231,1.0,3.0,False
1057,1394,resp4312,resp4800,TL,E,0.011764643539078088,0.24,1.0,2.0,False
1058,1395,resp4313,resp466,MM,TL,0.6918546333358304,0.4114285714285714,3.0,2.0,False
1059,1396,resp4318,resp1376,TM,MM,0.8145083309249501,0.052173913043478265,3.0,13.0,False
1060,1397,resp4319,resp2986,TL,E,0.7302511044795523,0.09,1.0,1.0,True
1061,1398,resp4321,resp5427,TL,E,0.7579868458988265,0.12,5.0,5.0,True
1062,1399,resp4323,resp2797,TL,E,0.6879371393295696,0.051428571428571435,1.0,1.0,True
1063,1400,resp4324,resp11,MM,TL,0.7185181842618885,0.4363636363636363,12.0,4.0,False
1064,1401,resp4325,resp1376,TM,MM,0.7802637270890785,0.12,13.0,7.0,False
1065,1402,resp4326,resp595,MM,TL,0.7104764141654746,0.4,2.0,1.0,False
1066,1403,resp4330,resp2558,MM,TL,0.8562085049687036,0.5142857142857142,2.0,1.0,False
1067,1404,resp4333,resp3259,TL,E,0.7786116861077199,0.6063157894736841,1.0,3.0,False
1068,1405,resp4336,resp3259,TL,E,0.6984505782981709,0.48,6.0,4.0,False
1069,1407,resp4338,resp3781,TL,E,0.8082895378513724,0.7000000000000001,1.0,1.0,True
1070,1408,resp434,resp1029,MM,TL,0.7409198981931762,0.43200000000000005,1.0,1.0,True
1071,1409,resp4340,resp3072,MM,TL,0.7848748780285291,0.72,1.0,1.0,True
1072,1411,resp4342,resp4417,TL,E,0.8116112208558613,0.451764705882353,5.0,3.0,False
1073,1412,resp4345,resp5481,TL,E,0.7567219937044516,0.675,6.0,2.0,False
1074,1415,resp4356,resp5727,MM,TL,0.805311315530623,0.54,2.0,2.0,True
1075,1417,resp4358,resp3595,TL,E,0.7019772008158939,0.4,6.0,5.0,False
1076,1418,resp4360,resp3545,TL,E,0.8588102806950192,0.18,2.0,14.0,False
1077,1419,resp4366,resp5913,TL,E,0.7651414938366492,0.084,4.0,11.0,False
1078,1420,resp4369,resp2950,TL,E,0.7330670286492478,0.6,14.0,1.0,False
1079,1422,resp4373,resp3989,TM,MM,0.8871189848289929,0.25826086956521743,2.0,1.0,False
1080,1423,resp4376,resp4483,TL,E,0.0026143652309062416,0.24,6.0,4.0,False
1081,1424,resp4378,resp4654,TL,E,0.7920629192288259,0.13846153846153844,3.0,6.0,False
1082,1425,resp4381,resp4181,TL,E,0.7887269319937368,0.12,2.0,6.0,False
1083,1426,resp4385,resp5123,TL,E,0.6762802862176371,0.36,3.0,3.0,True
1084,1427,resp4390,resp608,TL,E,0.7274390622004895,0.06,5.0,5.0,True
1085,1428,resp4391,resp2236,TL,E,0.7626427029458157,0.3,2.0,4.0,False
1086,1429,resp4397,resp2302,TL,E,0.7779096349480746,0.4430769230769231,1.0,1.0,True
1087,1430,resp44,resp3414,MM,TL,0.7057432995053877,0.21600000000000005,3.0,5.0,False
1088,1431,resp4402,resp3756,TL,E,0.5839653478092615,0.27,14.0,8.0,False
1089,1433,resp4413,resp5588,TL,E,0.8926389260718487,0.064,1.0,4.0,False
1090,1434,resp4414,resp4166,TL,E,0.7616444488256588,0.24,7.0,4.0,False
1091,1435,resp4415,resp756,TL,E,0.7782854079387918,0.03529411764705883,3.0,3.0,True
1092,1438,resp4421,resp91,MM,TL,0.7085110575564415,0.14823529411764708,8.0,7.0,False
1093,1440,resp4426,resp1772,TL,E,0.9351957911698898,0.3375,1.0,2.0,False
1094,1443,resp4429,resp488,TL,E,0.7239619271402694,0.18,10.0,10.0,True
1095,1445,resp443,resp5427,TL,E,0.8150818869089469,0.54,2.0,1.0,False
1096,1446,resp4432,resp3781,TL,E,0.7196150765014193,0.4114285714285714,6.0,2.0,False
1097,1447,resp4436,resp2954,TL,E,0.7708856201855638,0.54,12.0,3.0,False
1098,1448,resp4440,resp90,TL,E,0.7047874058566544,0.3692307692307693,2.0,2.0,True
1099,1449,resp4442,resp1559,TL,E,0.8311165556774238,0.42,1.0,4.0,False
1100,1450,resp4442,resp1687,TL,E,0.8311165556774238,0.42,1.0,4.0,False
1101,1452,resp4449,resp3448,TL,E,0.7902478825447539,0.3085714285714285,7.0,11.0,False
1102,1453,resp445,resp346,TL,E,0.7468272735717267,0.24,4.0,6.0,False
1103,1454,resp4450,resp5481,TL,E,0.9000991541241875,0.065,1.0,7.0,False
1104,1455,resp4450,resp5731,TL,E,0.9000991541241875,0.065,2.0,10.0,False
1105,1457,resp4451,resp2055,TM,TM,0.8120132673317398,0.2025,1.0,3.0,False
1106,1458,resp4453,resp473,MM,TL,0.7943454074251711,0.42,1.0,2.0,False
1107,1459,resp4455,resp2373,TL,E,0.8405332427037027,0.4615384615384615,2.0,6.0,False
1108,1460,resp4457,resp1371,MM,TL,0.7259294711792377,0.18,1.0,5.0,False
1109,1461,resp4463,resp5200,MM,TL,0.7974403327878088,0.252,2.0,2.0,True
1110,1462,resp4466,resp5731,TL,E,0.8171948665250426,0.5,5.0,2.0,False
1111,1463,resp4467,resp2250,MM,TL,0.7435413148700821,0.2557894736842105,2.0,2.0,True
1112,1465,resp4473,resp5846,TL,E,0.7102301485106512,0.5760000000000001,2.0,2.0,True
1113,1466,resp4476,resp2072,TL,E,0.7603884664338417,0.27,7.0,4.0,False
1114,1467,resp4478,resp2562,TL,E,0.8487605150740865,0.09,2.0,9.0,False
1115,1468,resp448,resp2947,MM,TL,0.7383501566427562,0.5760000000000001,1.0,1.0,True
1116,1471,resp449,resp5970,TL,E,0.7335919367923844,0.042857142857142864,9.0,10.0,False
1117,1473,resp4491,resp2562,TL,E,0.7515525114678755,0.36,8.0,3.0,False
1118,1474,resp4492,resp5427,TL,E,0.8306532800053629,0.5236363636363636,1.0,2.0,False
1119,1475,resp4495,resp85,MM,TL,0.8042050643980685,0.72,2.0,1.0,False
1120,1476,resp4498,resp3448,TL,E,0.7514537344573666,0.36,19.0,6.0,False
1121,1477,resp4502,resp3887,MM,TL,0.7409759341945548,0.5142857142857142,1.0,1.0,True
1122,1478,resp4503,resp2954,TL,E,0.7903621903387575,0.672,9.0,1.0,False
1123,1479,resp4504,resp232,TL,E,0.7087561322909819,0.04615384615384615,19.0,17.0,False
1124,1480,resp4506,resp5535,TL,E,0.7316600530095443,0.4430769230769231,6.0,2.0,False
1125,1482,resp4511,resp5953,TL,E,0.6834127442240888,0.5538461538461539,4.0,2.0,False
1126,1485,resp4524,resp628,TL,E,0.8971765583380957,0.09,1.0,1.0,True
1127,1486,resp4527,resp474,MM,TL,0.7686202058533956,0.48,2.0,2.0,True
1128,1487,resp4532,resp4166,TL,E,0.8313694693729183,0.4235294117647059,4.0,2.0,False
1129,1488,resp4536,resp488,TL,E,0.7594739461208027,0.48,5.0,2.0,False
1130,1489,resp4539,resp3448,TL,E,0.7807541967955187,0.35294117647058826,10.0,7.0,False
1131,1490,resp4541,resp1188,MM,TL,0.7805767536964682,0.108,6.0,8.0,False
1132,1492,resp4550,resp903,MM,TL,0.7080674644549703,0.4114285714285714,4.0,2.0,False
1133,1493,resp4554,resp5351,TL,E,0.8045660072300523,0.12,1.0,3.0,False
1134,1494,resp4558,resp5,TL,E,0.7633824722966438,0.4363636363636363,6.0,2.0,False
1135,1495,resp456,resp3673,MM,TL,0.7310627110240526,0.05,1.0,2.0,False
1136,1496,resp4561,resp2072,TL,E,0.8130604547207892,0.055000000000000014,5.0,7.0,False
1137,1497,resp4561,resp4812,TL,E,0.8130604547207892,0.4400000000000001,4.0,3.0,False
1138,1498,resp4563,resp1170,TL,E,0.89199063109462,0.55,5.0,3.0,False
1139,1499,resp4563,resp553,TL,E,0.89199063109462,0.055000000000000014,1.0,8.0,False
1140,1500,resp4569,resp5727,MM,TL,0.7694382194717343,0.24,5.0,5.0,True
1141,1501,resp4570,resp2128,TL,E,0.7965068915270082,0.16615384615384615,4.0,7.0,False
1142,1505,resp4571,resp2983,TM,TM,0.884816572796385,0.065,1.0,4.0,False
1143,1507,resp4574,resp3458,TM,TM,0.732019462672524,0.4114285714285714,4.0,2.0,False
1144,1508,resp4576,resp2039,TL,E,0.7848748780285291,0.21600000000000005,6.0,7.0,False
1145,1511,resp4579,resp2890,TL,E,0.8310689774414075,0.4042105263157895,4.0,2.0,False
1146,1513,resp4581,resp2373,TL,E,0.7589292017049785,0.2842105263157895,14.0,12.0,False
1147,1514,resp4584,resp4571,TM,MM,0.9225637003391394,0.2475,3.0,5.0,False
1148,1515,resp4593,resp2950,TL,E,0.8131453374506786,0.06,7.0,17.0,False
1149,1516,resp460,resp494,MM,TL,0.7980580247140132,0.28,3.0,2.0,False
1150,1517,resp4600,resp4483,TL,E,0.746988057922045,0.6,2.0,1.0,False
1151,1519,resp4604,resp488,TL,E,0.7462339511948436,0.3,6.0,6.0,True
1152,1520,resp4606,resp2915,MM,TL,0.8582257501374781,0.34714285714285714,1.0,3.0,False
1153,1522,resp4607,resp2066,TL,E,0.7695104604086862,0.28800000000000003,5.0,3.0,False
1154,1523,resp461,resp4169,TL,E,0.8191550561004363,0.07058823529411766,13.0,8.0,False
1155,1524,resp4611,resp3549,TL,E,0.7989137258809743,0.07636363636363636,3.0,5.0,False
1156,1525,resp4612,resp4169,TL,E,0.8359483822543643,0.28,8.0,2.0,False
1157,1526,resp4613,resp3756,TL,E,0.6407356614600395,0.054545454545454536,9.0,12.0,False
1158,1527,resp4614,resp4308,TL,E,0.8376109282837357,0.384,2.0,5.0,False
1159,1528,resp4614,resp4643,TL,E,0.8376109282837357,0.48,8.0,4.0,False
1160,1529,resp4615,resp4935,TL,E,0.7963450180036339,0.54,12.0,4.0,False
1161,1530,resp4616,resp4935,TL,E,0.7581720593420783,0.5142857142857142,23.0,5.0,False
1162,1531,resp4618,resp2903,TL,E,0.6180338509077341,0.13090909090909092,6.0,10.0,False
1163,1532,resp4620,resp3756,TL,E,0.6264870861449147,0.6545454545454545,12.0,2.0,False
1164,1533,resp4630,resp410,TL,E,0.7601257513390138,0.504,4.0,4.0,True
1165,1534,resp4631,resp3756,TL,E,0.8731988030494148,0.135,3.0,10.0,False
1166,1535,resp4632,resp3545,TL,E,0.7903240840666231,0.48,17.0,5.0,False
1167,1536,resp4633,resp5884,TL,E,0.7985634446156687,0.24,6.0,5.0,False
1168,1537,resp4638,resp5657,MM,TL,0.8281772256669445,0.1,1.0,8.0,False
1169,1538,resp4640,resp2378,TL,E,0.7802052273977074,0.20769230769230768,5.0,8.0,False
1170,1539,resp4641,resp819,MM,TL,0.769296951174776,0.6,3.0,1.0,False
1171,1540,resp4645,resp2709,TL,E,0.7730974677774558,0.5485714285714286,1.0,1.0,True
1172,1541,resp4646,resp4169,TL,E,0.8243041248931827,0.054545454545454536,11.0,10.0,False
1173,1542,resp4649,resp4695,TL,E,0.9201814206593595,0.06947368421052631,1.0,2.0,False
1174,1544,resp465,resp5657,MM,TL,0.7223384962385938,0.48,3.0,1.0,False
1175,1545,resp4656,resp5267,TL,E,0.7853261068186571,0.4266666666666665,6.0,4.0,False
1176,1546,resp4658,resp4417,TL,E,0.8076586567310897,0.48,6.0,2.0,False
1177,1547,resp4658,resp737,TL,E,0.8076586567310897,0.48,1.0,1.0,True
1178,1550,resp4670,resp5484,TL,E,0.7834868477022193,0.55,4.0,2.0,False
1179,1551,resp4676,resp2954,TL,E,0.8752262175036484,0.4,1.0,8.0,False
1180,1552,resp4677,resp1559,TL,E,0.007843095692718726,0.5142857142857142,19.0,2.0,False
1181,1553,resp4678,resp3259,TL,E,0.697922758446197,0.4114285714285714,7.0,5.0,False
1182,1555,resp4683,resp2649,MM,TL,0.7671336497391347,0.21600000000000005,2.0,3.0,False
1183,1556,resp4684,resp11,MM,TL,0.7380509602713116,0.48,7.0,3.0,False
1184,1557,resp4687,resp5,TL,E,0.7980968804530811,0.55,4.0,1.0,False
1185,1558,resp4688,resp2264,TL,E,0.8440840281990644,0.4581818181818182,2.0,1.0,False
1186,1559,resp469,resp4574,TM,MM,0.738150665448995,0.6,1.0,1.0,True
1187,1560,resp4691,resp4452,TL,E,0.810300452435076,0.18,2.0,3.0,False
1188,1561,resp4692,resp2302,TL,E,0.7417916475529835,0.36,4.0,3.0,False
1189,1562,resp4694,resp2543,TL,E,0.8517152565533528,0.2475,1.0,5.0,False
1190,1563,resp4699,resp232,TL,E,0.7200348646140649,0.12,18.0,13.0,False
1191,1565,resp4703,resp3944,TL,E,0.7113214752229735,0.37894736842105264,1.0,1.0,True
1192,1566,resp4708,resp4240,TL,E,0.7831568361918899,0.42,1.0,1.0,True
1193,1567,resp471,resp5970,TL,E,0.734079433643612,0.13846153846153844,8.0,6.0,False
1194,1568,resp4710,resp4311,MM,TL,0.7631098195323965,0.24,1.0,1.0,True
1195,1570,resp4713,resp4214,TL,E,0.709676674501075,0.4615384615384615,10.0,4.0,False
1196,1571,resp4716,resp1960,TL,E,0.7181797719802069,0.3692307692307693,4.0,2.0,False
1197,1572,resp472,resp206,MM,TL,0.82488485444977,0.42857142857142855,2.0,1.0,False
1198,1573,resp4720,resp195,TL,E,0.8188686096326221,0.63,1.0,1.0,True
1199,1574,resp4722,resp4935,TL,E,0.7587535561759782,0.4114285714285714,21.0,8.0,False
1200,1576,resp4727,resp5022,TL,E,0.7860538979862838,0.18,3.0,3.0,True
1201,1577,resp473,resp4571,TM,MM,0.8595307968971648,0.48,13.0,2.0,False
1202,1578,resp4732,resp6233,TL,E,0.0026143652309062416,0.12,1.0,1.0,True
1203,1580,resp4746,resp1429,TL,E,0.7635247020180648,0.15750000000000006,3.0,2.0,False
1204,1581,resp4747,resp929,MM,TL,0.8265983031674092,0.27,1.0,2.0,False
1205,1582,resp4748,resp2343,TL,E,0.8025120839922565,0.7000000000000001,1.0,2.0,False
1206,1586,resp475,resp2017,TL,E,0.7289946870309318,0.08,3.0,4.0,False
1207,1588,resp4754,resp1559,TL,E,0.7917747103137627,0.48,2.0,3.0,False
1208,1589,resp4755,resp488,TL,E,0.7197791849362688,0.3333333333333333,11.0,5.0,False
1209,1591,resp4756,resp3608,TL,E,0.7553620491049183,0.27,2.0,7.0,False
1210,1592,resp4757,resp488,TL,E,0.7300889993684532,0.1905882352941176,7.0,9.0,False
1211,1594,resp4761,resp2824,TM,MM,0.796623017331284,0.05,3.0,3.0,True
1212,1595,resp4765,resp2039,TL,E,0.7417916475529835,0.6,9.0,1.0,False
1213,1596,resp4767,resp2834,TL,E,0.7785377263180162,0.42,4.0,4.0,True
1214,1597,resp4771,resp2339,MM,TL,0.824511434416067,0.4909090909090909,2.0,1.0,False
1215,1598,resp4771,resp494,MM,TL,0.824511434416067,0.14727272727272725,1.0,4.0,False
1216,1599,resp4772,resp3487,TL,E,0.8459992666171748,0.48,2.0,2.0,True
1217,1601,resp4774,resp595,MM,TL,0.816299578090027,0.07636363636363636,1.0,2.0,False
1218,1602,resp4778,resp1121,TM,MM,0.7905146521810297,0.3,1.0,3.0,False
1219,1603,resp4780,resp4654,TL,E,0.8104604485753534,0.3085714285714285,2.0,2.0,True
1220,1604,resp4781,resp2856,TL,E,0.7495250035494206,0.36,4.0,4.0,True
1221,1605,resp4783,resp4214,TL,E,0.7096459512371025,0.24,11.0,8.0,False
1222,1606,resp4784,resp2954,TL,E,0.7957126246819344,0.22153846153846155,6.0,12.0,False
1223,1608,resp4788,resp5953,TL,E,0.7576618979177406,0.15428571428571428,3.0,5.0,False
1224,1609,resp4789,resp2831,MM,TL,0.7984078626285047,0.5454545454545454,2.0,2.0,True
1225,1610,resp4790,resp2373,TL,E,0.7581569690405546,0.24,17.0,13.0,False
1226,1611,resp4797,resp2236,TL,E,0.7672772808287694,0.4695652173913044,1.0,2.0,False
1227,1612,resp4797,resp4823,TL,E,0.7672772808287694,0.04695652173913043,3.0,7.0,False
1228,1613,resp48,resp750,TL,E,0.010457460923624966,0.06,2.0,3.0,False
1229,1614,resp4801,resp1841,MM,TL,0.7466571844595896,0.2290909090909091,2.0,3.0,False
1230,1615,resp4802,resp5181,TL,E,0.6709828828336402,0.3428571428571429,2.0,1.0,False
1231,1617,resp4804,resp232,TL,E,0.7329686919882772,0.5760000000000001,14.0,2.0,False
1232,1618,resp4805,resp5022,TL,E,0.6441920862856964,0.4114285714285714,4.0,2.0,False
1233,1619,resp4809,resp3356,MM,TL,0.8674451938204916,0.48,3.0,2.0,False
1234,1620,resp4814,resp4169,TL,E,0.8580909714508627,0.06461538461538463,5.0,9.0,False
1235,1621,resp4818,resp5584,TL,E,0.6925854245236535,0.2025,8.0,6.0,False
1236,1622,resp4819,resp5944,MM,TL,0.7403175787022775,0.5,5.0,1.0,False
1237,1625,resp4824,resp5523,TL,E,0.8021586409408287,0.23625,5.0,5.0,True
1238,1627,resp4825,resp6038,TL,E,0.7238733419132626,0.3733333333333333,4.0,2.0,False
1239,1628,resp4829,resp3549,TL,E,0.7892966018695027,0.2025,5.0,3.0,False
1240,1629,resp4835,resp3605,TL,E,0.6948256730616608,0.06,1.0,1.0,True
